VendorNumber,InvoiceDate,PODate,PayDate,Freight,Approval,IDInvoicePurchases,IDPurchases
17032,2016-02-07,2016-01-21,2016-03-18,9.15,,418,418
12546,2016-02-02,2016-01-17,2016-03-08,1856.19,Frank Delahunt,419,419
4550,2016-02-01,2016-01-17,2016-03-05,7.09,,420,420
4692,2016-02-08,2016-01-21,2016-03-09,126.07,,421,421
90032,2016-02-06,2016-01-18,2016-03-12,12.99,,422,422
4848,2016-02-04,2016-01-17,2016-03-19,11.71,,423,423
4950,2016-02-05,2016-01-18,2016-03-12,28.88,,424,424
8352,2016-02-02,2016-01-22,2016-03-20,114.56,,425,425
9552,2016-02-01,2016-01-20,2016-03-13,877.69,,426,426
10000,2016-02-03,2016-01-21,2016-03-09,150.25,,427,427
5270,2016-02-08,2016-01-19,2016-03-14,0.07,,428,428
5455,2016-02-01,2016-01-18,2016-03-10,12.45,,429,429
4425,2016-02-02,2016-01-19,2016-03-16,9.21,,430,430
4425,2016-02-09,2016-01-18,2016-03-05,2463.96,Frank Delahunt,431,431
5992,2016-02-01,2016-01-20,2016-03-08,15.6,,432,432
6213,2016-02-05,2016-01-20,2016-03-12,187.47,,433,433
5612,2016-02-01,2016-01-21,2016-03-10,4.2,,434,434
8112,2016-02-06,2016-01-17,2016-03-10,1198.35,,435,435
6215,2016-02-08,2016-01-20,2016-03-09,5.51,,436,436
6355,2016-02-07,2016-01-22,2016-03-10,4.28,,437,437
6359,2016-02-09,2016-01-21,2016-03-18,11.42,,438,438
6785,2016-02-09,2016-01-21,2016-03-18,173.08,,439,439
10754,2016-02-07,2016-01-22,2016-03-16,646.16,,440,440
17035,2016-02-06,2016-01-17,2016-03-09,1542.64,Frank Delahunt,441,441
9206,2016-02-02,2016-01-20,2016-03-19,30.67,,442,442
7153,2016-02-07,2016-01-20,2016-03-07,435.22,,443,443
90027,2016-02-07,2016-01-20,2016-03-03,6.52,,444,444
7154,2016-02-01,2016-01-21,2016-03-12,10.95,,445,445
7240,2016-02-08,2016-01-20,2016-03-05,4.25,,446,446
7245,2016-02-09,2016-01-22,2016-03-13,587.06,,447,447
7255,2016-02-05,2016-01-19,2016-03-06,17.21,,448,448
7749,2016-02-04,2016-01-17,2016-03-18,2.82,,449,449
7239,2016-02-06,2016-01-19,2016-03-04,185.96,,450,450
10050,2016-02-04,2016-01-17,2016-03-14,2.6,,451,451
8004,2016-02-01,2016-01-20,2016-03-15,945.69,,452,452
660,2016-02-01,2016-01-20,2016-03-16,238.59,,453,453
17033,2016-02-01,2016-01-20,2016-03-03,6.05,,454,454
8150,2016-02-02,2016-01-22,2016-03-11,8.66,,455,455
98450,2016-02-02,2016-01-22,2016-03-06,9.31,,456,456
8320,2016-02-04,2016-01-18,2016-03-04,47.76,,457,457
3089,2016-02-02,2016-01-21,2016-03-16,139.94,,458,458
28750,2016-02-07,2016-01-19,2016-03-17,0.9,,459,459
2000,2016-02-02,2016-01-22,2016-03-08,562.83,,460,460
8663,2016-02-03,2016-01-20,2016-03-17,1.15,,461,461
653,2016-02-04,2016-01-21,2016-03-19,187.59,,462,462
8673,2016-02-08,2016-01-20,2016-03-20,348.68,,463,463
12331,2016-02-09,2016-01-17,2016-03-05,1.09,,464,464
8664,2016-02-03,2016-01-17,2016-03-16,238.21,,465,465
8735,2016-02-04,2016-01-21,2016-03-19,1.61,,466,466
90056,2016-02-09,2016-01-22,2016-03-19,25.93,,467,467
172662,2016-02-09,2016-01-19,2016-03-05,0.62,,468,468
8920,2016-02-06,2016-01-18,2016-03-10,4.34,,469,469
28776,2016-02-05,2016-01-19,2016-03-08,0.12,,470,470
90017,2016-02-02,2016-01-17,2016-03-03,0.58,,471,471
9819,2016-02-07,2016-01-22,2016-03-10,421.16,,472,472
8892,2016-02-08,2016-01-20,2016-03-13,181.19,,473,473
9165,2016-02-02,2016-01-17,2016-03-13,1552.46,Frank Delahunt,474,474
6280,2016-02-03,2016-01-19,2016-03-11,0.11,,475,475
9751,2016-02-05,2016-01-17,2016-03-03,2.45,,476,476
90010,2016-02-03,2016-01-20,2016-03-11,12.78,,477,477
1587,2016-02-03,2016-01-21,2016-03-16,73.38,,478,478
90024,2016-02-01,2016-01-21,2016-03-09,28.24,,479,479
1601,2016-02-01,2016-01-22,2016-03-17,6.34,,480,480
90057,2016-02-06,2016-01-17,2016-03-07,1.96,,481,481
9622,2016-02-08,2016-01-20,2016-03-13,2.27,,482,482
9625,2016-02-02,2016-01-20,2016-03-15,49.72,,483,483
3664,2016-02-07,2016-01-17,2016-03-18,604.41,,484,484
9815,2016-02-03,2016-01-22,2016-03-10,617.33,,485,485
90058,2016-02-06,2016-01-22,2016-03-13,5.06,,486,486
4466,2016-02-09,2016-01-24,2016-03-15,17.61,,487,487
388,2016-02-08,2016-01-28,2016-03-13,9.27,,488,488
480,2016-02-16,2016-01-25,2016-03-17,1205.77,,489,489
516,2016-02-08,2016-01-26,2016-03-16,159.28,,490,490
2396,2016-02-11,2016-01-24,2016-03-12,2.12,,491,491
1265,2016-02-10,2016-01-28,2016-03-27,0.44,,492,492
1003,2016-02-08,2016-01-28,2016-03-25,0.52,,493,493
1128,2016-02-15,2016-01-29,2016-03-24,1328.66,Frank Delahunt,494,494
1189,2016-02-10,2016-01-25,2016-03-17,1.3,,495,495
1273,2016-02-13,2016-01-24,2016-03-16,8.07,,496,496
11567,2016-02-10,2016-01-26,2016-03-15,226.7,,497,497
90046,2016-02-11,2016-01-25,2016-03-10,10.3,,498,498
1485,2016-02-16,2016-01-29,2016-03-24,144.15,,499,499
2876,2016-02-14,2016-01-27,2016-03-14,2.76,,500,500
4380,2016-02-12,2016-01-25,2016-03-16,79.22,,501,501
1650,2016-02-09,2016-01-27,2016-03-17,27.44,,502,502
1392,2016-02-13,2016-01-29,2016-03-16,1062.35,,503,503
90047,2016-02-12,2016-01-24,2016-03-11,24.8,,504,504
2242,2016-02-08,2016-01-28,2016-03-25,148.67,,505,505
1590,2016-02-10,2016-01-29,2016-03-11,54.35,,506,506
3960,2016-02-09,2016-01-25,2016-03-13,3752.11,Frank Delahunt,507,507
2555,2016-02-12,2016-01-25,2016-03-22,85.83,,508,508
2450,2016-02-16,2016-01-27,2016-03-14,5.11,,509,509
2496,2016-02-08,2016-01-26,2016-03-11,9.93,,510,510
17037,2016-02-10,2016-01-26,2016-03-11,18.27,,511,511
3252,2016-02-15,2016-01-25,2016-03-25,993.6,,512,512
2561,2016-02-10,2016-01-28,2016-03-23,129.74,,513,513
1655,2016-02-15,2016-01-27,2016-03-26,13.73,,514,514
17031,2016-02-15,2016-01-28,2016-03-27,24.36,,515,515
90011,2016-02-10,2016-01-28,2016-03-15,6.99,,516,516
9744,2016-02-08,2016-01-25,2016-03-23,53.04,,517,517
90052,2016-02-11,2016-01-26,2016-03-13,0.95,,518,518
3924,2016-02-13,2016-01-28,2016-03-21,228.67,,519,519
3951,2016-02-16,2016-01-27,2016-03-25,0.83,,520,520
3950,2016-02-12,2016-01-27,2016-03-17,1.75,,521,521
90053,2016-02-09,2016-01-27,2016-03-23,2.2,,522,522
17032,2016-02-16,2016-01-28,2016-03-24,3.06,,523,523
12546,2016-02-14,2016-01-27,2016-03-19,2447.33,Frank Delahunt,524,524
4550,2016-02-13,2016-01-24,2016-03-16,7.23,,525,525
4692,2016-02-15,2016-01-29,2016-03-16,139.66,,526,526
90032,2016-02-09,2016-01-26,2016-03-10,25.05,,527,527
4848,2016-02-10,2016-01-26,2016-03-21,11.66,,528,528
4950,2016-02-10,2016-01-29,2016-03-20,37.14,,529,529
8352,2016-02-10,2016-01-26,2016-03-25,167.7,,530,530
9552,2016-02-12,2016-01-25,2016-03-19,894.91,,531,531
10000,2016-02-16,2016-01-27,2016-03-26,179.89,,532,532
5455,2016-02-13,2016-01-29,2016-03-16,5.45,,533,533
4425,2016-02-09,2016-01-29,2016-03-26,6.27,,534,534
4425,2016-02-14,2016-01-29,2016-03-25,2235.32,Frank Delahunt,535,535
5992,2016-02-16,2016-01-29,2016-03-14,21.69,,536,536
6213,2016-02-11,2016-01-26,2016-03-15,152.8,,537,537
8112,2016-02-10,2016-01-27,2016-03-19,1002.58,,538,538
6215,2016-02-11,2016-01-29,2016-03-20,7.85,,539,539
6355,2016-02-13,2016-01-26,2016-03-11,5.47,,540,540
6359,2016-02-14,2016-01-25,2016-03-13,27.36,,541,541
6785,2016-02-10,2016-01-27,2016-03-21,182.53,,542,542
10754,2016-02-16,2016-01-25,2016-03-16,377.62,,543,543
17035,2016-02-08,2016-01-24,2016-03-17,1650.46,Frank Delahunt,544,544
9206,2016-02-16,2016-01-29,2016-03-12,29.58,,545,545
7153,2016-02-11,2016-01-27,2016-03-25,313.67,,546,546
90027,2016-02-14,2016-01-28,2016-03-15,8.76,,547,547
7154,2016-02-10,2016-01-29,2016-03-13,9.62,,548,548
7240,2016-02-13,2016-01-26,2016-03-10,5.77,,549,549
7245,2016-02-14,2016-01-27,2016-03-10,587.34,,550,550
7255,2016-02-11,2016-01-26,2016-03-24,12.09,,551,551
7239,2016-02-11,2016-01-24,2016-03-19,157.14,,552,552
10050,2016-02-09,2016-01-26,2016-03-27,0.16,,553,553
8004,2016-02-10,2016-01-24,2016-03-18,820.56,,554,554
660,2016-02-11,2016-01-27,2016-03-13,331.21,,555,555
17033,2016-02-16,2016-01-29,2016-03-16,13.65,,556,556
8150,2016-02-15,2016-01-26,2016-03-10,8.17,,557,557
98450,2016-02-09,2016-01-28,2016-03-15,16.76,,558,558
8320,2016-02-16,2016-01-27,2016-03-21,48.66,,559,559
3089,2016-02-15,2016-01-27,2016-03-15,159.38,,560,560
2000,2016-02-10,2016-01-27,2016-03-17,670.74,,561,561
653,2016-02-13,2016-01-25,2016-03-17,127.31,,562,562
8673,2016-02-16,2016-01-24,2016-03-23,232.16,,563,563
12331,2016-02-12,2016-01-26,2016-03-21,1.73,,564,564
8664,2016-02-14,2016-01-25,2016-03-21,273.5,,565,565
8735,2016-02-12,2016-01-27,2016-03-24,7.76,,566,566
90056,2016-02-14,2016-01-28,2016-03-10,8.53,,567,567
8920,2016-02-11,2016-01-28,2016-03-21,3.78,,568,568
28776,2016-02-11,2016-01-24,2016-03-18,4.22,,569,569
173357,2016-02-09,2016-01-27,2016-03-27,3.39,,570,570
90017,2016-02-16,2016-01-24,2016-03-18,3.45,,571,571
90037,2016-02-14,2016-01-24,2016-03-19,1.22,,572,572
9819,2016-02-16,2016-01-26,2016-03-10,236.38,,573,573
8892,2016-02-11,2016-01-26,2016-03-11,174.96,,574,574
9260,2016-02-12,2016-01-27,2016-03-16,2.94,,575,575
9165,2016-02-13,2016-01-28,2016-03-21,1232.9,,576,576
9751,2016-02-13,2016-01-26,2016-03-26,0.72,,577,577
90010,2016-02-11,2016-01-27,2016-03-19,8.94,,578,578
1587,2016-02-09,2016-01-27,2016-03-11,67.49,,579,579
90024,2016-02-12,2016-01-27,2016-03-27,36.51,,580,580
1601,2016-02-16,2016-01-25,2016-03-25,4.29,,581,581
9622,2016-02-14,2016-01-29,2016-03-19,5.25,,582,582
9625,2016-02-15,2016-01-24,2016-03-24,30.03,,583,583
3664,2016-02-15,2016-01-26,2016-03-20,462.47,,584,584
9815,2016-02-14,2016-01-26,2016-03-15,493.82,,585,585
90058,2016-02-11,2016-01-24,2016-03-10,15.4,,586,586
4466,2016-02-17,2016-02-05,2016-04-02,3.17,,587,587
388,2016-02-19,2016-01-31,2016-03-20,2.4,,588,588
480,2016-02-23,2016-02-01,2016-03-24,802.8,,589,589
516,2016-02-20,2016-01-31,2016-03-26,82.77,,590,590
2396,2016-02-17,2016-02-04,2016-03-24,4.95,,591,591
1003,2016-02-21,2016-02-05,2016-03-21,0.4,,592,592
1128,2016-02-23,2016-02-02,2016-03-17,743.49,,593,593
1189,2016-02-21,2016-02-03,2016-03-20,1.87,,594,594
1273,2016-02-20,2016-02-04,2016-03-21,6.79,,595,595
11567,2016-02-21,2016-02-01,2016-03-30,277.86,,596,596
90046,2016-02-18,2016-02-04,2016-03-25,7.62,,597,597
1485,2016-02-20,2016-01-31,2016-03-20,103.95,,598,598
2876,2016-02-21,2016-02-05,2016-03-28,0.88,,599,599
4380,2016-02-23,2016-02-03,2016-03-17,40.95,,600,600
1650,2016-02-15,2016-02-03,2016-03-17,0.82,,601,601
1392,2016-02-19,2016-02-04,2016-03-28,873.49,,602,602
90047,2016-02-22,2016-02-02,2016-04-03,48.16,,603,603
2242,2016-02-22,2016-02-05,2016-03-25,107.48,,604,604
1590,2016-02-22,2016-02-05,2016-03-30,114.24,,605,605
3960,2016-02-17,2016-02-01,2016-03-20,2805.28,Frank Delahunt,606,606
2555,2016-02-21,2016-02-04,2016-03-25,78.04,,607,607
2450,2016-02-16,2016-01-31,2016-03-21,7.17,,608,608
2496,2016-02-23,2016-02-02,2016-03-17,7.86,,609,609
17037,2016-02-21,2016-02-02,2016-03-18,35.74,,610,610
3252,2016-02-15,2016-02-01,2016-03-26,866.61,,611,611
2561,2016-02-17,2016-01-31,2016-03-22,107.53,,612,612
1655,2016-02-22,2016-02-03,2016-03-28,12.42,,613,613
17031,2016-02-19,2016-01-31,2016-03-21,14.62,,614,614
90011,2016-02-17,2016-02-02,2016-03-20,4.04,,615,615
9744,2016-02-18,2016-02-04,2016-03-29,51.17,,616,616
90052,2016-02-19,2016-02-05,2016-03-22,2.01,,617,617
3924,2016-02-17,2016-01-31,2016-03-25,210.06,,618,618
3951,2016-02-19,2016-02-01,2016-04-01,1.86,,619,619
3950,2016-02-19,2016-02-01,2016-03-28,1.37,,620,620
17032,2016-02-21,2016-02-05,2016-04-02,3.22,,621,621
12546,2016-02-19,2016-02-05,2016-04-01,1613.01,Frank Delahunt,622,622
4550,2016-02-19,2016-02-04,2016-03-29,8.59,,623,623
4692,2016-02-23,2016-02-01,2016-03-17,159.0,,624,624
90032,2016-02-15,2016-02-04,2016-04-01,16.25,,625,625
4848,2016-02-16,2016-02-02,2016-04-03,5.27,,626,626
4950,2016-02-19,2016-02-03,2016-03-18,17.74,,627,627
8352,2016-02-16,2016-01-31,2016-03-28,153.78,,628,628
9552,2016-02-23,2016-01-31,2016-03-20,818.74,,629,629
10000,2016-02-15,2016-02-03,2016-03-27,139.59,,630,630
5270,2016-02-15,2016-02-03,2016-03-23,0.45,,631,631
5455,2016-02-22,2016-02-04,2016-03-25,23.52,,632,632
4425,2016-02-15,2016-02-05,2016-04-03,6.7,,633,633
4425,2016-02-17,2016-02-01,2016-03-24,1720.96,Frank Delahunt,634,634
5992,2016-02-23,2016-02-02,2016-04-02,24.79,,635,635
6213,2016-02-16,2016-02-05,2016-03-21,151.15,,636,636
5612,2016-02-21,2016-02-05,2016-03-29,0.38,,637,637
8112,2016-02-19,2016-02-01,2016-04-01,636.02,,638,638
6215,2016-02-17,2016-02-03,2016-03-17,2.8,,639,639
6355,2016-02-22,2016-02-04,2016-03-29,2.22,,640,640
6359,2016-02-18,2016-01-31,2016-03-28,12.72,,641,641
6785,2016-02-17,2016-02-01,2016-03-22,152.62,,642,642
6830,2016-02-18,2016-02-05,2016-03-23,0.44,,643,643
10754,2016-02-20,2016-02-01,2016-03-25,551.93,,644,644
17035,2016-02-17,2016-02-05,2016-03-22,1273.81,Frank Delahunt,645,645
9206,2016-02-20,2016-02-03,2016-03-17,21.87,,646,646
7153,2016-02-22,2016-02-02,2016-03-21,177.39,,647,647
90027,2016-02-17,2016-02-04,2016-04-01,19.13,,648,648
7154,2016-02-22,2016-02-03,2016-03-18,3.19,,649,649
7240,2016-02-15,2016-02-02,2016-03-19,6.04,,650,650
7245,2016-02-18,2016-01-31,2016-03-19,537.19,,651,651
7255,2016-02-22,2016-02-01,2016-03-29,11.07,,652,652
7239,2016-02-22,2016-02-03,2016-03-31,225.22,,653,653
10050,2016-02-22,2016-02-01,2016-03-27,23.15,,654,654
8004,2016-02-17,2016-02-01,2016-03-20,840.59,,655,655
660,2016-02-18,2016-02-02,2016-04-01,262.91,,656,656
17033,2016-02-16,2016-02-01,2016-03-22,5.22,,657,657
8150,2016-02-19,2016-02-03,2016-04-01,10.16,,658,658
98450,2016-02-16,2016-02-04,2016-03-25,13.02,,659,659
8320,2016-02-20,2016-02-03,2016-03-29,44.41,,660,660
3089,2016-02-16,2016-02-01,2016-03-29,110.21,,661,661
28750,2016-02-22,2016-02-05,2016-03-17,1.24,,662,662
2000,2016-02-19,2016-02-01,2016-04-01,319.71,,663,663
8663,2016-02-22,2016-02-01,2016-03-28,1.97,,664,664
653,2016-02-22,2016-02-04,2016-03-25,151.37,,665,665
8673,2016-02-15,2016-02-02,2016-03-29,173.3,,666,666
12331,2016-02-21,2016-02-02,2016-03-31,1.25,,667,667
8664,2016-02-16,2016-01-31,2016-03-31,265.42,,668,668
8735,2016-02-20,2016-01-31,2016-03-17,1.31,,669,669
90056,2016-02-16,2016-02-01,2016-03-19,9.39,,670,670
172662,2016-02-19,2016-02-02,2016-03-26,1.03,,671,671
8920,2016-02-17,2016-02-02,2016-03-17,5.75,,672,672
28776,2016-02-23,2016-01-31,2016-03-20,0.63,,673,673
173357,2016-02-20,2016-02-03,2016-04-03,6.04,,674,674
90017,2016-02-18,2016-02-02,2016-03-29,2.05,,675,675
90037,2016-02-18,2016-02-01,2016-03-31,0.54,,676,676
9819,2016-02-23,2016-02-02,2016-04-01,215.85,,677,677
8892,2016-02-17,2016-02-03,2016-03-18,126.67,,678,678
9260,2016-02-22,2016-02-04,2016-03-18,3.54,,679,679
9165,2016-02-17,2016-02-01,2016-03-23,897.17,,680,680
9751,2016-02-17,2016-02-02,2016-04-01,1.12,,681,681
90010,2016-02-15,2016-02-02,2016-03-18,4.91,,682,682
1587,2016-02-22,2016-02-01,2016-03-22,45.2,,683,683
90024,2016-02-23,2016-02-03,2016-03-24,33.36,,684,684
1601,2016-02-22,2016-02-03,2016-03-25,4.99,,685,685
9622,2016-02-15,2016-02-04,2016-03-18,0.67,,686,686
9625,2016-02-23,2016-02-01,2016-03-25,29.5,,687,687
3664,2016-02-20,2016-02-05,2016-03-29,261.06,,688,688
9815,2016-02-19,2016-01-31,2016-03-27,412.48,,689,689
90058,2016-02-16,2016-02-03,2016-03-18,11.36,,690,690
105,2016-02-22,2016-02-09,2016-03-31,3.02,,691,691
4466,2016-03-01,2016-02-12,2016-03-28,5.15,,692,692
388,2016-02-25,2016-02-12,2016-03-29,1.18,,693,693
480,2016-03-01,2016-02-11,2016-04-08,778.0,,694,694
516,2016-02-28,2016-02-10,2016-04-03,115.02,,695,695
2396,2016-02-29,2016-02-09,2016-04-07,2.71,,696,696
1003,2016-02-23,2016-02-12,2016-04-10,0.19,,697,697
1128,2016-02-23,2016-02-09,2016-03-25,956.69,,698,698
1189,2016-03-01,2016-02-11,2016-03-30,3.57,,699,699
1273,2016-02-28,2016-02-12,2016-03-27,9.89,,700,700
11567,2016-02-27,2016-02-09,2016-04-10,311.23,,701,701
90046,2016-02-25,2016-02-09,2016-04-09,2.57,,702,702
1485,2016-03-01,2016-02-09,2016-03-29,102.31,,703,703
2876,2016-02-23,2016-02-10,2016-04-08,0.14,,704,704
4380,2016-02-24,2016-02-09,2016-04-04,24.87,,705,705
1650,2016-02-26,2016-02-12,2016-03-24,0.82,,706,706
1392,2016-02-23,2016-02-12,2016-04-10,770.07,,707,707
90047,2016-03-01,2016-02-09,2016-04-04,20.79,,708,708
2242,2016-02-25,2016-02-08,2016-04-07,132.85,,709,709
1590,2016-02-22,2016-02-12,2016-03-29,87.16,,710,710
3960,2016-02-29,2016-02-12,2016-03-31,3191.81,Frank Delahunt,711,711
2555,2016-02-24,2016-02-07,2016-04-02,93.73,,712,712
2450,2016-02-24,2016-02-10,2016-03-30,3.25,,713,713
2496,2016-02-27,2016-02-09,2016-03-30,11.7,,714,714
17037,2016-02-25,2016-02-07,2016-04-08,5.98,,715,715
3252,2016-02-25,2016-02-11,2016-04-06,989.34,,716,716
2561,2016-02-29,2016-02-12,2016-03-31,148.25,,717,717
1655,2016-02-22,2016-02-09,2016-03-27,15.33,,718,718
17031,2016-02-25,2016-02-09,2016-04-02,13.73,,719,719
90011,2016-02-29,2016-02-11,2016-04-09,3.73,,720,720
9744,2016-02-23,2016-02-08,2016-04-09,49.03,,721,721
90051,2016-02-29,2016-02-09,2016-04-02,0.57,,722,722
3924,2016-03-01,2016-02-07,2016-03-31,226.22,,723,723
3950,2016-02-26,2016-02-10,2016-04-02,3.04,,724,724
90053,2016-02-23,2016-02-12,2016-04-02,3.44,,725,725
2,2016-02-22,2016-02-09,2016-04-10,0.61,,726,726
17032,2016-03-01,2016-02-12,2016-04-09,3.96,,727,727
12546,2016-02-22,2016-02-12,2016-03-29,1814.98,Frank Delahunt,728,728
4550,2016-02-23,2016-02-11,2016-03-24,4.27,,729,729
4692,2016-02-25,2016-02-07,2016-03-26,129.36,,730,730
90032,2016-02-26,2016-02-12,2016-04-05,11.71,,731,731
4848,2016-02-29,2016-02-10,2016-03-31,8.19,,732,732
4950,2016-02-24,2016-02-08,2016-03-26,15.51,,733,733
8352,2016-02-27,2016-02-07,2016-03-30,196.47,,734,734
9552,2016-02-26,2016-02-10,2016-04-01,821.78,,735,735
10000,2016-02-25,2016-02-07,2016-04-06,115.36,,736,736
5270,2016-02-28,2016-02-07,2016-03-31,0.93,,737,737
5455,2016-02-24,2016-02-09,2016-04-09,17.47,,738,738
4425,2016-02-23,2016-02-12,2016-04-05,9.09,,739,739
4425,2016-03-01,2016-02-08,2016-03-25,1481.63,Frank Delahunt,740,740
5992,2016-02-22,2016-02-08,2016-04-04,25.63,,741,741
6213,2016-02-26,2016-02-11,2016-04-07,130.32,,742,742
8112,2016-02-25,2016-02-08,2016-03-27,489.29,,743,743
6215,2016-02-23,2016-02-12,2016-03-26,4.41,,744,744
6355,2016-02-29,2016-02-12,2016-04-07,0.52,,745,745
6359,2016-02-28,2016-02-09,2016-04-05,20.72,,746,746
6785,2016-02-25,2016-02-08,2016-04-04,175.02,,747,747
10754,2016-02-22,2016-02-09,2016-03-28,278.35,,748,748
17035,2016-02-26,2016-02-10,2016-04-05,1725.02,Frank Delahunt,749,749
9206,2016-02-29,2016-02-12,2016-04-02,89.09,,750,750
7153,2016-02-23,2016-02-07,2016-03-29,211.53,,751,751
90027,2016-02-22,2016-02-07,2016-03-30,3.93,,752,752
7154,2016-02-22,2016-02-07,2016-04-08,6.91,,753,753
7240,2016-02-25,2016-02-12,2016-03-26,7.91,,754,754
7245,2016-02-28,2016-02-09,2016-04-04,523.62,,755,755
7255,2016-02-24,2016-02-08,2016-03-24,10.4,,756,756
7749,2016-02-22,2016-02-12,2016-04-10,17.8,,757,757
7239,2016-02-26,2016-02-07,2016-04-04,235.53,,758,758
10050,2016-02-22,2016-02-07,2016-04-02,8.96,,759,759
8004,2016-02-27,2016-02-10,2016-03-26,693.0,,760,760
660,2016-02-24,2016-02-07,2016-04-10,273.28,,761,761
17033,2016-02-26,2016-02-07,2016-03-25,6.15,,762,762
8150,2016-02-22,2016-02-10,2016-03-25,6.21,,763,763
98450,2016-02-29,2016-02-11,2016-04-06,7.79,,764,764
8320,2016-02-27,2016-02-08,2016-03-31,45.57,,765,765
3089,2016-02-25,2016-02-10,2016-04-05,140.73,,766,766
90026,2016-02-23,2016-02-09,2016-03-27,0.25,,767,767
28750,2016-02-29,2016-02-11,2016-03-24,1.21,,768,768
2000,2016-03-01,2016-02-12,2016-04-03,287.0,,769,769
8663,2016-02-23,2016-02-11,2016-03-27,1.28,,770,770
653,2016-02-27,2016-02-11,2016-04-10,132.72,,771,771
8673,2016-02-22,2016-02-10,2016-04-05,172.69,,772,772
12331,2016-02-25,2016-02-09,2016-03-27,2.06,,773,773
8664,2016-02-29,2016-02-10,2016-03-28,198.36,,774,774
8735,2016-02-25,2016-02-09,2016-03-31,4.19,,775,775
90056,2016-02-28,2016-02-10,2016-04-06,8.53,,776,776
172662,2016-02-23,2016-02-07,2016-03-29,0.31,,777,777
8920,2016-02-29,2016-02-07,2016-04-02,4.58,,778,778
28776,2016-02-28,2016-02-11,2016-04-02,0.65,,779,779
173357,2016-03-01,2016-02-10,2016-03-24,1.15,,780,780
90017,2016-02-25,2016-02-09,2016-03-24,1.57,,781,781
90037,2016-02-27,2016-02-10,2016-04-02,2.83,,782,782
9819,2016-03-01,2016-02-11,2016-04-10,201.27,,783,783
8892,2016-02-28,2016-02-09,2016-03-26,174.82,,784,784
9260,2016-03-01,2016-02-12,2016-03-24,1.06,,785,785
9165,2016-02-28,2016-02-07,2016-03-30,812.86,,786,786
9751,2016-02-26,2016-02-11,2016-03-30,0.72,,787,787
90010,2016-02-23,2016-02-11,2016-03-30,10.39,,788,788
1587,2016-03-01,2016-02-12,2016-03-30,71.84,,789,789
90024,2016-02-22,2016-02-10,2016-04-07,42.39,,790,790
1601,2016-03-01,2016-02-09,2016-03-30,10.64,,791,791
9622,2016-02-27,2016-02-07,2016-04-10,2.58,,792,792
9625,2016-02-26,2016-02-07,2016-03-24,16.91,,793,793
3664,2016-02-24,2016-02-09,2016-03-31,398.36,,794,794
9815,2016-02-23,2016-02-10,2016-04-05,394.78,,795,795
90058,2016-02-25,2016-02-11,2016-04-07,3.55,,796,796
1703,2016-03-06,2016-02-16,2016-04-08,8.7,,797,797
105,2016-03-05,2016-02-18,2016-04-15,1.11,,798,798
4466,2016-03-07,2016-02-19,2016-04-02,5.44,,799,799
388,2016-02-29,2016-02-17,2016-04-08,3.34,,800,800
480,2016-03-06,2016-02-14,2016-04-04,695.92,,801,801
516,2016-03-07,2016-02-19,2016-04-14,98.71,,802,802
2396,2016-03-01,2016-02-19,2016-04-03,0.82,,803,803
1003,2016-03-04,2016-02-18,2016-04-01,0.37,,804,804
1128,2016-03-02,2016-02-16,2016-04-11,1691.16,Frank Delahunt,805,805
1189,2016-03-03,2016-02-16,2016-04-05,0.54,,806,806
1273,2016-03-08,2016-02-15,2016-04-08,11.03,,807,807
11567,2016-03-04,2016-02-17,2016-04-05,677.88,,808,808
90046,2016-03-03,2016-02-15,2016-04-04,4.77,,809,809
1485,2016-03-06,2016-02-16,2016-04-08,188.21,,810,810
2876,2016-03-05,2016-02-16,2016-04-03,0.23,,811,811
4380,2016-03-04,2016-02-14,2016-04-03,23.97,,812,812
1650,2016-03-01,2016-02-17,2016-04-08,0.84,,813,813
1392,2016-03-06,2016-02-18,2016-04-17,1897.23,Frank Delahunt,814,814
90047,2016-03-03,2016-02-18,2016-04-15,15.2,,815,815
2242,2016-03-05,2016-02-16,2016-04-13,319.38,,816,816
1590,2016-03-07,2016-02-17,2016-04-10,64.16,,817,817
3960,2016-03-07,2016-02-17,2016-04-11,4006.87,Frank Delahunt,818,818
2555,2016-03-05,2016-02-19,2016-04-03,112.81,,819,819
2450,2016-03-01,2016-02-16,2016-04-16,5.68,,820,820
2496,2016-03-03,2016-02-15,2016-04-10,13.28,,821,821
17037,2016-03-02,2016-02-15,2016-04-08,4.62,,822,822
3252,2016-02-29,2016-02-19,2016-04-10,1212.58,Frank Delahunt,823,823
2561,2016-03-05,2016-02-17,2016-04-14,136.31,,824,824
1655,2016-03-07,2016-02-15,2016-04-08,12.16,,825,825
17031,2016-03-02,2016-02-17,2016-04-08,19.17,,826,826
90011,2016-03-07,2016-02-19,2016-04-08,1.79,,827,827
9744,2016-03-03,2016-02-18,2016-04-13,40.31,,828,828
90051,2016-03-01,2016-02-18,2016-04-08,0.59,,829,829
3924,2016-03-08,2016-02-18,2016-04-05,218.2,,830,830
3950,2016-03-03,2016-02-18,2016-04-09,1.52,,831,831
90053,2016-02-29,2016-02-19,2016-04-04,3.0,,832,832
17032,2016-02-29,2016-02-17,2016-04-02,1.25,,833,833
12546,2016-03-07,2016-02-15,2016-04-03,2018.92,Frank Delahunt,834,834
